# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,34.38680679532613,21.5,23.66632848299055,0.04225412491501246,0.0,0.0
 0.0320061660172511,0.0025609866578095975,0.08001541504312774,2.5,34.38680679532613,21.649126388942616,23.66632848299055,0.04225412491501246,0.0,0.0
 0.046607851238483565,0.005430729492671535,0.19653504313933667,7.979875358960382,38.0694290986632,21.798252777885228,16.925175155092465,0.05908358352788561,252.2052932617756,17272.341475697696
 0.05870641842892941,0.008616108911881356,0.2632856741685324,5.517234394656933,41.00570349451798,21.947379166827844,12.438431159809056,0.08039599103391679,242.6960440549967,-785.9814354123122
 0.06963123745928543,0.012121273075278483,0.32084413972053694,5.2685967055445895,43.38995023747429,22.096505555770456,9.368911963813115,0.10673598000092675,218.24130325009182,-2238.4572904094975
 0.0798712374423138,0.01594853642641617,0.37375618725399795,5.167192150503585,45.35806785365749,22.24563194471307,7.2128631861107175,0.13864119895212026,192.19898627393835,-2543.195021417542
 0.08966370133759063,0.020098948343891625,0.42383734694976083,5.114255230485795,47.00657843649393,22.394758333655684,5.661185026078774,0.17664146206022363,168.34482112633287,-2435.971723021716
 0.09914164139843834,0.024572662647941355,0.47201335684007284,5.08296207625554,48.40528276769711,22.5438847225983,4.5196049463935335,0.2212582763008879,147.57471794752766,-2191.4153334440443
 0.10838668572447947,0.029369184105842702,0.5188208178072944,5.062978533848221,49.60558844960304,22.693011111540912,3.6629422356873076,0.27300457819323537,129.83233390508923,-1919.123739889734
 0.11745218095001916,0.034487537024790106,0.5645971666862464,5.049514421450353,50.64602573809788,22.842137500483528,3.008563048484676,0.33238459154235456,114.76894120066152,-1661.6182932831389
 0.12637465448105936,0.03992638323801784,0.6095670885776964,5.040073443199928,51.55594957837907,22.99126388942614,2.5006641889392687,0.3998937579956227,101.98111959824593,-1433.214854370632
 0.13518003761695677,0.045684106425304606,0.6538867302450398,5.033243980794326,52.35806440304976,23.140390278368756,2.1007577498341865,0.4760187128091901,91.09368806459624,-1236.4517665636
 0.14388728023484817,0.05175887353345432,0.6976682946295127,5.028177840653218,53.07017519802249,23.289516667311368,1.7817775436324623,0.5612372900161974,81.78373179926093,-1069.2198063030273
 0.1525105639575023,0.05814868029658848,0.7409946104808754,5.02434075519755,53.70642225911953,23.438643056253984,1.5243471456697597,0.6560185472454342,73.78245707323305,-927.8686615642537
 0.16106071588864695,0.06485138550640861,0.7839281996153714,5.021383184795425,54.27816584787779,23.5877694451966,1.3143664917379603,0.7608228042071585,66.86940692546519,-808.5295095852598
 0.1695461437886332,0.07186473718398968,0.8265171491932006,5.019069171266928,54.794629623368934,23.73689583413921,1.1414200085237285,0.876101691342667,60.86478862096948,-707.6388339243849
 0.17797347311196385,0.07918639282883727,0.8687990422514925,5.017235168588526,55.26337527281649,23.886022223081827,0.9977070639109423,1.0022982057279113,55.62208755149249,-622.107060057903
 0.18634799196461221,0.08681393527310792,0.9108036626914402,5.0157652253256435,55.69065726334049,24.03514861202444,0.8773109012485273,1.1398467733352797,51.02167635444194,-549.3343889954606
 0.19467396870765544,0.094744885230973,0.9525549016806704,5.0145754999994985,56.081691261563826,24.184275000967055,0.7756908924380207,1.2891733160060301,46.96554053553705,-487.16636426999327
 0.20295488299826897,0.10297671133210261,0.9940721292648116,5.013604310722218,56.440859559474745,24.333401389909668,0.689324618499681,1.4506953228748827,43.37302443983076,-433.8308512356457
 0.21119359670035148,0.11150683821807676,1.03537119924655,5.012805575620276,56.77186996678368,24.482527778852283,0.6154520592425737,1.624821925578871,40.17743779896917,-387.87446152593276
 0.2193924822154953,0.120332653131691,1.0764651972896147,5.012144390498165,57.07787993066834,24.6316541677949,0.55189039717176,1.811953976957455,37.32336100064289,-348.1054581204542
 0.22755352014173733,0.1294515113222401,1.11736500589308,5.011593987567547,57.36159438973078,24.78078055673751,0.49689832744714907,2.012484133600473,34.76450687113635,-313.54518293297934
 0.23567837449558,0.13886074051219707,1.1580797365932933,5.01113360646979,57.62534358647302,24.929906945680127,0.4490755227025566,2.2267969404833186,32.46202150288401,-283.387894475102
 0.2437684512922601,0.1485576446135674,1.1986170644695993,5.010746979922495,57.87114544216632,25.07903333462274,0.40728736123674475,2.4552689210965424,30.383130082790714,-256.9680699380257
 0.2518249446259992,0.15853950683971887,1.2389834897956524,5.01042124084012,58.10075593449127,25.228159723565355,0.37060801681553807,2.698268668315742,28.500053660242536,-233.73400120151607
 0.25984887325257383,0.16880359232658043,1.2791845446964334,5.0101461231394975,58.31571007350803,25.377286112507967,0.33827703334637804,2.9561569406813737,26.78913896427858,-213.22655965527085
 0.2678411098789132,0.1793471503529201,1.3192249578287167,5.009913370222981,58.51735545202735,25.526412501450583,0.3096659027924597,3.2292867602869637,25.23015620618281,-195.0621372943292
 0.27580240479798684,0.1901674162308815,1.3591087866922524,5.009716292255684,58.706879887788745,25.6755388903932,0.2842521320021363,3.518003516654308,23.80572980751372,-178.9189338101831
 0.283733405099717,0.2012616129237003,1.39883952474426,5.009549431405294,58.885334331816274,25.82466527933581,0.2615989665269638,3.822645071103241,22.500874699071336,-164.5259183961612
 0.29163467039183566,0.21262695243638655,1.4384201887288792,5.00940830630002,59.053651959186666,25.973791668278427,0.2413394221591633,4.143541867521752,21.302616878120133,-151.65391575276377
